DataCode,DataDesc,Chat,Jess,Jess0,Label
4400,performed [calculation] with [result],.0114*1000+11.97,CE-E,CE,5.0
4400,performed [calculation] with [result],11.97+12.58,CE-E,CE,5.0
5000,sent [chat] of [type],mine says both E and R0 are incorrect when I try that but my E is blank anyway,CMC-S,CMC,2.0
4603,The user needs E and R and submitted the [correct/incorrect] E value of [e value] [e unit] and the [correct/incorrect] R value of [r value] [r unit],incorrect,CM-S,CM,7.0
5000,sent [chat] of [type],E might be 24?,SESU-P,SESU,1.0
4603,The user needs E and R and submitted the [correct/incorrect] E value of [e value] [e unit] and the [correct/incorrect] R value of [r value] [r unit],incorrect,CM-S,CM,7.0
4603,The user needs E and R and submitted the [correct/incorrect] E value of [e value] [e unit] and the [correct/incorrect] R value of [r value] [r unit],incorrect,CM-S,CM,7.0
5000,sent [chat] of [type],nope,SN-D,SN,10.0
4400,performed [calculation] with [result],6.37/560,CE-E,CE,5.0
4400,performed [calculation] with [result],8.28+1.49+.99,CE-E,CE,5.0
4400,performed [calculation] with [result],1.73+6.45,CE-E,CE,5.0
4400,performed [calculation] with [result],8.18+4.4,CE-E,CE,5.0
5000,sent [chat] of [type],im sorry yall I have another class I have to get to at 11,SMC-R,SMC,3.0
5000,sent [chat] of [type],rip :(,SMC-O,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
3500,opened zoom,,CM-G,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,,Null,0.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
5000,sent [chat] of [type],hi,,Null,0.0
3500,opened zoom,,CM-G,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
5000,sent [chat] of [type],hey guys,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],hi,,Null,0.0
5000,sent [chat] of [type],we just put the leads on the sides?,,Null,0.0
5000,sent [chat] of [type],ya i think so,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
5000,sent [chat] of [type],okay,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
5000,sent [chat] of [type],hey guys,SMC-R,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
5000,sent [chat] of [type],hi so are we solving for what resistance we need to get the goal volts,SESU-P,SESU,1.0
5000,sent [chat] of [type],yeah,SN-A,SN,10.0
5000,sent [chat] of [type],i think so,SN-A,SN,10.0
5000,sent [chat] of [type],yes,SN-A,SN,10.0
4400,performed [calculation] with [result],6/1.5,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
5000,sent [chat] of [type],is that the V=IxR,SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
5000,sent [chat] of [type],yea but then why does it give R already,SN-A,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
5000,sent [chat] of [type],Thats the very first resistance that is already given I think,CRF-F,CRF,9.0
5000,sent [chat] of [type],oh i see so for mine at least im just solving for R2,SSI-O,SSI,11.0
5000,sent [chat] of [type],Yeah,SN-A,SN,10.0
5000,sent [chat] of [type],What does the I stand for again?,SESU-P,SESU,1.0
5000,sent [chat] of [type],current,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
5000,sent [chat] of [type],"Which one is the current, the 6V?",SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
5000,sent [chat] of [type],I think you have to do E=I/R to find I,CRF-F,CRF,9.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4400,performed [calculation] with [result],6/150,CE-E,CE,5.0
5000,sent [chat] of [type],and the meter should be on DCV right?,SESU-P,SESU,1.0
5000,sent [chat] of [type],yeah,SN-A,SN,10.0
5000,sent [chat] of [type],ya,SN-A,SN,10.0
5000,sent [chat] of [type],"Idk if I did that formula right, I got 0.04 as I",SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4400,performed [calculation] with [result],1.5/.04,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4400,performed [calculation] with [result],1.5/.04,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],I'm so confused,SSI-U,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],same i clicked through the resistors to find one close to my goal but theres not one exact,CEC-R,CEC,4.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
5000,sent [chat] of [type],^^^^,SMC-R,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],Thats cause we all need the have the right ones I think to get the exact,CP-G,CP,8.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],wait I have it,CMC-S,CMC,2.0
5000,sent [chat] of [type],oh actually mines exact now,SSI-O,SSI,11.0
5000,sent [chat] of [type],wait i got mine,CMC-S,CMC,2.0
5000,sent [chat] of [type],sweet lol,SMC-R,SMC,3.0
5000,sent [chat] of [type],I'm gonna click the we got it button,CMC-S,CMC,2.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],so same thing?,SESU-P,SESU,1.0
5000,sent [chat] of [type],I guess,SN-A,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
5000,sent [chat] of [type],yup,SN-A,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
5000,sent [chat] of [type],got it,CMC-S,CMC,2.0
5000,sent [chat] of [type],same,SESU-A,SESU,1.0
5000,sent [chat] of [type],Same,SESU-A,SESU,1.0
6000,clicked submit,,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4400,performed [calculation] with [result],1.56*1000,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],uh did anyone get E,SESU-P,SESU,1.0
5000,sent [chat] of [type],nope,SN-D,SN,10.0
5000,sent [chat] of [type],how do we get it?,SESU-P,SESU,1.0
5000,sent [chat] of [type],E=IxR?,SESU-P,SESU,1.0
5000,sent [chat] of [type],yea but then what is I,SN-A,SN,10.0
5000,sent [chat] of [type],E is the sum of all of the voltages,SSI-O,SSI,11.0
5000,sent [chat] of [type],does everyone have to find 1.9V cause if so is that I?,SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],my voltage is 5.88,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],Mines at 1.82,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4400,performed [calculation] with [result],1.9+1.82+5.88,CE-E,CE,5.0
5000,sent [chat] of [type],i have to find 1.56V,SSI-O,SSI,11.0
5000,sent [chat] of [type],ok,SESU-A,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,SSI-O,SSI,11.0
4400,performed [calculation] with [result],5.88+1.56+1.82,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],if you choose the resistor value given is the reading on the meter E?,SESU-P,SESU,1.0
5000,sent [chat] of [type],so together thats 9.26V but i think we have to add the voltage from R0 also,CRF-F,CRF,9.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],wait did you guys get your correct voltage value yet?,SESU-P,SESU,1.0
5000,sent [chat] of [type],no,SN-D,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],no did you,SN-D,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],no,SN-D,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],got it,CMC-S,CMC,2.0
5000,sent [chat] of [type],we got it,CMC-S,CMC,2.0
5000,sent [chat] of [type],got it,CMC-S,CMC,2.0
5000,sent [chat] of [type],ok so now how do we get E?,SESU-P,SESU,1.0
5000,sent [chat] of [type],so can we add all of our voltages plus R0 to get it?,SESU-P,SESU,1.0
5000,sent [chat] of [type],yes,SN-A,SN,10.0
5000,sent [chat] of [type],9.26+ voltage of R0,SSI-O,SSI,11.0
5000,sent [chat] of [type],what are everyone's voltages?,SESU-P,SESU,1.0
5000,sent [chat] of [type],1.56,SSI-O,SSI,11.0
5000,sent [chat] of [type],5.88,SSI-O,SSI,11.0
5000,sent [chat] of [type],1.9,SSI-O,SSI,11.0
4400,performed [calculation] with [result],1.56+5.88+1.9,CE-E,CE,5.0
4400,performed [calculation] with [result],1.56+5.88+1.9,CE-E,CE,5.0
5000,sent [chat] of [type],is that 9.34,SESU-P,SESU,1.0
4400,performed [calculation] with [result],1.56+5.88+1.9,CE-E,CE,5.0
5000,sent [chat] of [type],yes,SN-A,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],Is that the answer,SESU-P,SESU,1.0
5000,sent [chat] of [type],we need to find the voltage for R0,CP-G,CP,8.0
5000,sent [chat] of [type],no i think change the resistor to the R0 value,SN-D,SN,10.0
5000,sent [chat] of [type],i got 6.21V for R0,SSI-O,SSI,11.0
5000,sent [chat] of [type],wait my voltage isn't the same anymore,SSI-O,SSI,11.0
4400,performed [calculation] with [result],9.34+6.21,CE-E,CE,5.0
5000,sent [chat] of [type],same,SESU-A,SESU,1.0
5000,sent [chat] of [type],did someone change their resistor value,SESU-P,SESU,1.0
5000,sent [chat] of [type],did anyone change anything,SESU-P,SESU,1.0
5000,sent [chat] of [type],yea i changed it to 1K to see the R0 value,SN-A,SN,10.0
5000,sent [chat] of [type],is that not what we should do?,SESU-P,SESU,1.0
4400,performed [calculation] with [result],9.34+6.21,CE-E,CE,5.0
5000,sent [chat] of [type],if thats what we are supposed to do I got 15.55 but you might need to change yours to 1K too first,CRF-F,CRF,9.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
5000,sent [chat] of [type],No I think we are still supposed to get the voltage value given to us,SN-D,SN,10.0
5000,sent [chat] of [type],yea we can change it back but how else would we find the voltage for R0?,SN-A,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
