DataCode,Data01,Jess
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
5000,well we should all have the same,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r3,CEU
4000,r1,CEU
4000,r1,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r2,CEU
4000,r1,CEU
4000,r1,CEU
