,Text,Label
46471,sorry,SMC-R
46472,heyo,SMC-R
46473,hello,SMC-R
46474,howdy,SMC-R
46475,^,SMC-R
46476,NICE,SMC-R
46477,perfecto,SMC-R
46478,this is super fun,SMC-R
46479,best day ever,SMC-R
46480,ayyyyy,SMC-R
46481,oh boy,SMC-R
46482,that was rough,SMC-R
46483,this is good,SMC-R
46484,YAY!,SMC-R
46485,cool,SMC-R
46486,shoot,SMC-R
46487,ugh,SMC-R
46488,ugh,SMC-R
46489,goodbye,SMC-R
46490,"Hi peach, hi grape!",SMC-R
46491,Hello Plum,SMC-R
46492,"Peach, Grape",SMC-R
46493,Its cool,SMC-R
46494,nice,SMC-R
46495,Hello,SMC-R
46496,nice job grape!,SMC-R
46497,okay lets do it for real,SMC-R
46498,sweet lets do it,SMC-R
46499,easy dub boys,SMC-R
46500,awesome,SMC-R
46501,lovely,SMC-R
46502,^,SMC-R
46503,howdy,SMC-R
46504,So we are here now,SMC-R
46505,Cool,SMC-R
46506,Thank you Bear,SMC-R
46507,oh boy,SMC-R
46508,darn,SMC-R
46509,huh,SMC-R
46510,Whats up team bird,SMC-R
46511,noce,SMC-R
46512,good job guys,SMC-R
46513,interesting,SMC-R
46514,lol,SMC-R
46515,yo,SMC-R
46516,lol wtf,SMC-R
46517,Hello!,SMC-R
46518,well said,SMC-R
46519,"hello,",SMC-R
46520,i think that is a great idea lake,SMC-R
46521,sick.,SMC-R
46522,Sweet,SMC-R
46523,sweetness,SMC-R
46524,sup,SMC-R
46525,hey,SMC-R
46526,hello,SMC-R
46527,yah boi is in,SMC-R
46528,cool,SMC-R
46529,That was fun,SMC-R
46530,Ok im here now,SMC-R
46531,kk.,SMC-R
46532,rip,SMC-R
46533,lol,SMC-R
46534,tHANKS FOR BEING GREAT TEAM MATES,SMC-R
46535,sorry i hit the wrong button,SMC-R
46536,:),SMC-R
46537,"haha, jk",SMC-R
46538,"ah, true, sorry",SMC-R
46539,well im trusting you,SMC-R
46540,you got this buddy <3,SMC-R
46541,i trust you,SMC-R
46542,:),SMC-R
46543,lol,SMC-R
46544,It has been a pleasure,SMC-R
46545,later skaters,SMC-R
46546,my fellow bird people,SMC-R
46547,let's try to not ruffle any feathers this round,SMC-R
46548,huzzah,SMC-R
46549,rodger good buddy,SMC-R
46550,byyyyyeeee,SMC-R
46551,Nice! We can now move on,SMC-R
46552,woops,SMC-R
46553,sweet,SMC-R
46554,sigh,SMC-R
46555,anyway... let's move on. good job,SMC-R
46556,thanks,SMC-R
46557,haha,SMC-R
46558,haha,SMC-R
46559,yay team,SMC-R
46560,ayye what up,SMC-R
46561,nice,SMC-R
46562,ayy,SMC-R
46563,wassup?,SMC-R
46564,here.,SMC-R
46565,sadly....,SMC-R
46566,wassup?,SMC-R
46567,sorry or confusion,SMC-R
46568,thanks.,SMC-R
46569,thanks.,SMC-R
46570,thanks for reminding me,SMC-R
46571,bye,SMC-R
46572,Hi,SMC-R
46573,Hey,SMC-R
46574,Hey,SMC-R
46575,Hey,SMC-R
46576,Hey hey,SMC-R
46577,lets do this,SMC-R
46578,HI GUYS,SMC-R
46579,Sorry caps lock,SMC-R
46580,good guess,SMC-R
46581,gj guys!,SMC-R
46582,yayyy,SMC-R
46583,lets go,SMC-R
46584,smart,SMC-R
46585,LOL,SMC-R
46586,niceeee,SMC-R
46587,^,SMC-R
46588,peach carry us home,SMC-R
46589,good work guys,SMC-R
46590,thank gosh,SMC-R
46591,lol,SMC-R
46592,bet,SMC-R
46593,ayyy,SMC-R
46594,^^^,SMC-R
46595,im sorry yall I have another class I have to get to at 11,SMC-R
46596,hey guys,SMC-R
46597,^^^^,SMC-R
46598,sweet lol,SMC-R
46599,nice,SMC-R
46600,wowoowowow,SMC-R
46601,good ish fellas,SMC-R
46602,moneyyyyyyyy,SMC-R
46603,esssssgettttittt,SMC-R
46604,good job people,SMC-R
46605,lol,SMC-R
46606,lol,SMC-R
46607,^,SMC-R
46608,hahaha,SMC-R
46609,no biggy,SMC-R
46610,lets go,SMC-R
46611,haha,SMC-R
46612,sheesh,SMC-R
46613,haha,SMC-R
46614,hey,SMC-R
46615,hahaha,SMC-R
46616,haha,SMC-R
46617,haha,SMC-R
46618,hahaha,SMC-R
46619,dang,SMC-R
46620,hello again,SMC-R
46621,lol were all in this together,SMC-R
46622,Good team work,SMC-R
46623,sorry cant spell,SMC-R
46624,omg,SMC-R
46625,yeet,SMC-R
46626,WOAH,SMC-R
46627,I'm back but van is gone,SMC-R
46628,hahahaha,SMC-R
46629,heyth guyth,SMC-R
46630,seagull hereth,SMC-R
46631,whath upth,SMC-R
46632,and we back,SMC-R
46633,good job w the first one guys,SMC-R
46634,*breaths in and out deeply*,SMC-R
46635,hello,SMC-R
46636,hey,SMC-R
46637,hi,SMC-R
46638,hi,SMC-R
46639,yoooo,SMC-R
46640,my bad,SMC-R
46641,BRUH,SMC-R
46642,perfect,SMC-R
46643,GAHT,SMC-R
46644,Grape made it.,SMC-R
46645,Im listening grape,SMC-R
46646,AYE,SMC-R
46647,yikes,SMC-R
46648,thats my bad,SMC-R
46649,ha,SMC-R
46650,sup,SMC-R
46651,lol,SMC-R
46652,go team!,SMC-R
46653,xD,SMC-R
46654,im sorry :(,SMC-R
46655,:P,SMC-R
46656,opps,SMC-R
46657,hello,SMC-R
46658,Yo,SMC-R
46659,nice job guys,SMC-R
46660,word,SMC-R
46661,nicely done lion,SMC-R
46662,YIPPY,SMC-R
46663,perfect,SMC-R
46664,jay is eagle,SMC-R
46665,perfefct,SMC-R
46666,sry,SMC-R
46667,yo,SMC-R
46668,jk,SMC-R
46669,boom,SMC-R
46670,nice,SMC-R
46671,didnt mewn to type that lol,SMC-R
46672,FINALLY!!!,SMC-R
46673,lets get this over with tim,SMC-R
46674,you here tim,SMC-R
46675,lets go dawg,SMC-R
46676,;),SMC-R
46677,lucky guess,SMC-R
46678,all good,SMC-R
46679,I know this is annyoing,SMC-R
46680,plz,SMC-R
46681,damn,SMC-R
46682,Lets go bois,SMC-R
46683,BOI,SMC-R
46684,LETS GO BOIS,SMC-R
46685,brah,SMC-R
46686,haha,SMC-R
46687,Thanks,SMC-R
46688,hey guys,SMC-R
46689,hey,SMC-R
46690,Yo this is Pat by the way fwiw,SMC-R
46691,thats it baby,SMC-R
46692,lmfaoo,SMC-R
46693,Lets get it,SMC-R
46694,yertt,SMC-R
46695,great,SMC-R
46696,DOPE,SMC-R
46697,SUP FBI AGENT,SMC-R
46698,HOW YA DOIN,SMC-R
46699,HOW YA DAY BEEN,SMC-R
46700,feels bad man,SMC-R
46701,my b,SMC-R
46702,wass gud,SMC-R
46703,Dope,SMC-R
46704,Aw not dope,SMC-R
46705,lmao,SMC-R
46706,Dope,SMC-R
46707,my bad,SMC-R
46708,hb now,SMC-R
46709,yo dog,SMC-R
46710,My bad,SMC-R
46711,Dope,SMC-R
46712,lmfaooo,SMC-R
46713,yo leggo tools,SMC-R
46714,what up,SMC-R
46715,Lets gooo,SMC-R
46716,nice,SMC-R
46717,killed it haha,SMC-R
46718,go team,SMC-R
46719,see you on the flip side,SMC-R
46720,^,SMC-R
46721,aye good work,SMC-R
46722,aweome final one,SMC-R
46723,good try yall,SMC-R
46724,go tools,SMC-R
46725,lol,SMC-R
46726,aight peace,SMC-R
46727,peace,SMC-R
46728,Later,SMC-R
46729,groovy,SMC-R
46730,cool,SMC-R
46731,circuit 3 has resistance 330 atm,SMC-R
46732,well done,SMC-R
46733,yee,SMC-R
46734,WOO LETS DO IT,SMC-R
46735,yikes,SMC-R
46736,lol,SMC-R
46737,cool cool,SMC-R
46738,jfc,SMC-R
46739,lol rip,SMC-R
46740,yeah boi,SMC-R
46741,we in,SMC-R
46742,hey,SMC-R
46743,helo,SMC-R
46744,yee,SMC-R
46745,big rip,SMC-R
46746,hi everyone,SMC-R
46747,fantastic work,SMC-R
46748,alright yall lets solve some curtcuits,SMC-R
46749,rude,SMC-R
46750,wowzer,SMC-R
46751,eeeyyyyyyyyyyyy,SMC-R
46752,plug the things back in please,SMC-R
46753,please!,SMC-R
46754,if u need help say something,SMC-R
46755,hi guys,SMC-R
46756,lets goooooo,SMC-R
46757,yeah boi,SMC-R
46758,bless you,SMC-R
46759,oh lol sorry,SMC-R
46760,:I,SMC-R
46761,nice,SMC-R
46762,smh,SMC-R
46763,i n g e n i u s,SMC-R
46764,okie thank you,SMC-R
46765,pls,SMC-R
46766,gg,SMC-R
46767,gg,SMC-R
46768,bam,SMC-R
46769,ayyye,SMC-R
46770,good point,SMC-R
46771,lol,SMC-R
46772,lol,SMC-R
46773,oh my b,SMC-R
46774,we got this boys,SMC-R
46775,boom,SMC-R
46776,whoa whoa timeout,SMC-R
46777,thank you,SMC-R
46778,boom,SMC-R
46779,whoa whoa,SMC-R
46780,sorry,SMC-R
46781,lol,SMC-R
46782,there we go,SMC-R
46783,wow,SMC-R
46784,sorry that was my fault,SMC-R
46785,fml,SMC-R
46786,oml,SMC-R
46787,anything at this point,SMC-R
46788,^^,SMC-R
46789,Chill,SMC-R
46790,what up,SMC-R
46791,hey red wya wyd? work with us,SMC-R
46792,ughhhh,SMC-R
46793,eth,SMC-R
46794,my bad boys,SMC-R
46795,Good job guys,SMC-R
46796,Hammer time,SMC-R
46797,Let's get this bread!,SMC-R
46798,thanks,SMC-R
46799,Let's get it!!!!!!!,SMC-R
46800,hi,SMC-R
46801,hello,SMC-R
46802,hello,SMC-R
46803,hullo,SMC-R
46804,nice,SMC-R
46805,ty ty,SMC-R
46806,later,SMC-R
46807,haha good guess,SMC-R
46808,great,SMC-R
46809,great!,SMC-R
46810,nice,SMC-R
46811,yay lion,SMC-R
46812,YAY!,SMC-R
46813,oh shit you the man,SMC-R
46814,hello,SMC-R
46815,^^^,SMC-R
46816,way to go,SMC-R
46817,teamwork.,SMC-R
46818,lesssgooo,SMC-R
46819,rt,SMC-R
46820,well good work yall,SMC-R
46821,solid effort,SMC-R
46822,:(,SMC-R
46823,Don't worry.  I did too,SMC-R
46824,happens,SMC-R
46825,At least we tried.,SMC-R
46826,awesome,SMC-R
46827,good,SMC-R
46828,Haha im sorry.,SMC-R
46829,^,SMC-R
46830,Yay we all made it!,SMC-R
46831,Ugh sorry guys,SMC-R
46832,LETS GOOOOOO,SMC-R
46833,LEEEEETTTTTTSSSSS GOOOOOO,SMC-R
46834,^,SMC-R
46835,:(,SMC-R
46836,^!!!,SMC-R
46837,,SMC-R
46838,well we gave it the old college try,SMC-R
46839,Sup,SMC-R
46840,whattup,SMC-R
46841,also hi,SMC-R
46842,"Ok, sorry, my section must be pretty far behind for lecture",SMC-R
46843,its all good man,SMC-R
46844,^,SMC-R
46845,whoops sorry,SMC-R
46846,Hello?,SMC-R
46847,Hi,SMC-R
46848,wazzzzzzzzzzzzzzzzzzzup,SMC-R
46849,Thanks,SMC-R
46850,lets gooooooo,SMC-R
46851,Well now Milton is on it haha,SMC-R
46852,"okay, I guess it is just glitchy.",SMC-R
46853,Hi :3,SMC-R
46854,wut up,SMC-R
46855,hi,SMC-R
46856,nice,SMC-R
46857,"yay, it works",SMC-R
46858,nice,SMC-R
46859,oops,SMC-R
46860,wtf,SMC-R
46861,Hiiiii,SMC-R
46862,yay!,SMC-R
46863,boi,SMC-R
46864,lets fo bouy,SMC-R
46865,go boy,SMC-R
46866,waddup i'm peach,SMC-R
46867,wow,SMC-R
46868,fml,SMC-R
46869,lol,SMC-R
46870,Yup,SN-A
46871,yep,SN-A
46872,sounds right to me,SN-A
46873,Yeah,SN-A
46874,it's the same thing,SN-A
46875,yeah,SN-A
46876,yeah i already set mine to 470,SN-A
46877,"yes it sets to milli, kilo mega etc",SN-A
46878,"Yeah that's me, sorry",SN-A
46879,yeah roughly,SN-A
46880,yeah.,SN-A
46881,yes but it should get you close enough to the values given to us,SN-A
46882,Yeah it shouldn't really matter too much,SN-A
46883,true true,SN-A
46884,Yeah this one is weird,SN-A
46885,sure. what are the resistor values? Mine is set at 270 currently.,SN-A
46886,yeah,SN-A
46887,Yes. I did that already. I am still not getting a voltage reading,SN-A
46888,YES BUT HOW DO I TRY IT ON THE MULTIMETER,SN-A
46889,yep same,SN-A
46890,yes,SN-A
46891,yes,SN-A
46892,Yes,SN-A
46893,ya your right,SN-A
46894,yes,SN-A
46895,yes,SN-A
46896,yes,SN-A
46897,yes,SN-A
46898,Yes,SN-A
46899,yes,SN-A
46900,ya meter doesnt show that very well,SN-A
46901,"Yes, I still got 1.46 V.",SN-A
46902,yep same,SN-A
46903,ok that seems correct,SN-A
46904,Correct,SN-A
46905,Yeah,SN-A
46906,Right. E = R0 + R1 + R2 + R3,SN-A
46907,Sure,SN-A
46908,"Yeah, that worked",SN-A
46909,"yeah, the 17.993 wouldnt work for me so i put 18",SN-A
46910,yeah,SN-A
46911,YES,SN-A
46912,Definitely too small,SN-A
46913,nope,SN-A
46914,yes,SN-A
46915,hell yeah,SN-A
46916,right. I set mine to 100 Ohms now,SN-A
46917,"I got .00834, but it's close enough",SN-A
46918,yes,SN-A
46919,i think so,SN-A
46920,"yes, im reading 2.75 v",SN-A
46921,yea mine is 2.75 volts,SN-A
46922,sure,SN-A
46923,yea,SN-A
46924,yuh,SN-A
46925,yea,SN-A
46926,i is,SN-A
46927,yea,SN-A
46928,yea its affected by all,SN-A
46929,yup,SN-A
46930,sure,SN-A
46931,yea,SN-A
46932,yes,SN-A
46933,Yeal it is on the top left,SN-A
46934,Yes I remember that,SN-A
46935,yep,SN-A
46936,yes,SN-A
46937,yup,SN-A
46938,yeah,SN-A
46939,yeah,SN-A
46940,true you can,SN-A
46941,TRUE,SN-A
46942,yeah it says its correct and the r0 is wrong,SN-A
46943,yes both values are correc,SN-A
46944,right,SN-A
46945,yea,SN-A
46946,so yes i guess,SN-A
46947,yes,SN-A
46948,yes,SN-A
46949,right,SN-A
46950,yep,SN-A
46951,yep,SN-A
46952,yes,SN-A
46953,yeah,SN-A
46954,we all do,SN-A
46955,ye,SN-A
46956,yeah,SN-A
46957,TRUE,SN-A
46958,y E s,SN-A
46959,seems legit,SN-A
46960,yeah,SN-A
46961,ye,SN-A
46962,Yea I also got 0.016,SN-A
46963,Yes,SN-A
46964,van you were rite,SN-A
46965,yea im the first circuit i think,SN-A
46966,yes and the multimeter,SN-A
46967,yea what value do u have on the resistor,SN-A
46968,yea my wires are connected,SN-A
46969,yea i can see the readings now,SN-A
46970,yepp,SN-A
46971,yep we got it,SN-A
46972,yea dcv,SN-A
46973,i think do,SN-A
46974,I think so,SN-A
46975,yeah i need 4,SN-A
46976,yea we can try that,SN-A
46977,yea 20 dcv,SN-A
46978,yup,SN-A
46979,yea,SN-A
46980,yeah,SN-A
46981,and yes i am circuit one,SN-A
46982,yeah go ahead,SN-A
46983,yes,SN-A
46984,yeah,SN-A
46985,on mine? yeah,SN-A
46986,yea,SN-A
46987,yeah,SN-A
46988,yeah E is unknown,SN-A
46989,Ya but we dont know which one yet,SN-A
46990,yeah it is,SN-A
46991,Ya,SN-A
46992,yes,SN-A
46993,yes,SN-A
46994,yes,SN-A
46995,yup,SN-A
46996,true that,SN-A
46997,yes thats the answer,SN-A
46998,yes that way we can adjust accordingly,SN-A
46999,Bear I agree,SN-A
47000,TRUE,SN-A
47001,Yes,SN-A
47002,i guess so,SN-A
47003,i think so,SN-A
47004,yea,SN-A
47005,yep,SN-A
47006,yep,SN-A
47007,yas,SN-A
47008,yep,SN-A
47009,Yep,SN-A
47010,yes,SN-A
47011,yes,SN-A
47012,yarp,SN-A
47013,"yea, i know",SN-A
47014,yea,SN-A
47015,ya,SN-A
47016,yep,SN-A
47017,"yes, mines at 680",SN-A
47018,yes,SN-A
47019,"yes, so are we setting the meter to 1k or what? i dont see a 1K setting",SN-A
47020,yeah gives IT,SN-A
47021,yeah would that be okay,SN-A
47022,"yea im getting closer, im at 1.56 right now",SN-A
47023,i think so,SN-A
47024,yea but we also need R0,SN-A
47025,yea,SN-A
47026,Yes,SN-A
47027,yea,SN-A
47028,yes,SN-A
47029,i do,SN-A
47030,thats what i got,SN-A
47031,nope,SN-A
47032,yeah mines wrong,SN-A
47033,"yeah, mine is messed",SN-A
47034,i think so,SN-A
47035,"yeah, but what resistence?",SN-A
47036,yes,SN-A
47037,yes,SN-A
47038,yeah,SN-A
47039,yeah,SN-A
47040,yeah,SN-A
47041,I believe,SN-A
47042,agree,SN-A
47043,"oh yeah, thats right.",SN-A
47044,Correct I = .0102273 A,SN-A
47045,I think so,SN-A
47046,yeet,SN-A
47047,Yeah that's what I got,SN-A
47048,yes!,SN-A
47049,ya its not super exact,SN-A
47050,ya i would choose that,SN-A
47051,yes,SN-A
47052,yes i get how the current was found,SN-A
47053,yup,SN-A
47054,yes,SN-A
47055,yeah maybe,SN-A
47056,ohhh dang ya makes sense,SN-A
47057,Yeah I think so,SN-A
47058,That's what I got,SN-A
47059,yup got that too,SN-A
47060,yes,SN-A
47061,yeah boi,SN-A
47062,yeah so dont do that from here on out?,SN-A
47063,Yes,SN-A
47064,Yes 1.75. It seems like maybe we should coordinate each move we make before one of us adjusts a value.,SN-A
47065,Yay,SN-A
47066,Yeah I can do it,SN-A
47067,yes,SN-A
47068,YAH,SN-A
47069,yes cake,SN-A
47070,i agrre,SN-A
47071,Yes,SN-A
47072,lol yes,SN-A
47073,Yea,SN-A
47074,I think,SN-A
47075,Yea ill try,SN-A
47076,true dat,SN-A
47077,yes,SN-A
47078,yes,SN-A
47079,yes,SN-A
47080,Yea,SN-A
47081,"we prob should, im down. North?",SN-A
47082,yea,SN-A
47083,yes,SN-A
47084,yes,SN-A
47085,yes its not helping,SN-A
47086,yes,SN-A
47087,yes,SN-A
47088,sure,SN-A
47089,or that yeah,SN-A
47090,now yes,SN-A
47091,i am now,SN-A
47092,yep,SN-A
47093,YAY,SN-A
47094,yes,SN-A
47095,yes,SN-A
47096,yes,SN-A
47097,yessir,SN-A
47098,yes,SN-A
47099,yep,SN-A
47100,yes,SN-A
47101,yeah i found that too,SN-A
47102,"oops sorry, yes, i just realized we can pull the resistor wires out of the board",SN-A
47103,sure,SN-A
47104,Yea sorry,SN-A
47105,Yea I agree,SN-A
47106,Sure but how will we do that?,SN-A
47107,"wait, i see, i think you're right",SN-A
47108,"sorry, your right",SN-A
47109,yup,SN-A
47110,Yea I broke it to measure the Current,SN-A
47111,Yes,SN-A
47112,yes,SN-A
47113,yeah that works,SN-A
47114,agreed,SN-A
47115,yes,SN-A
47116,Yes it is correct,SN-A
47117,yes,SN-A
47118,Yes,SN-A
47119,Yes,SN-A
47120,E is 19,SN-A
47121,yeah 820 should work i think. I added 3.25 3 times and then subtracted from 13 to find what voltage was left,SN-A
47122,and yeah  valley youre right,SN-A
47123,yeah,SN-A
47124,it is,SN-A
47125,yeah,SN-A
47126,yeah,SN-A
47127,yeah,SN-A
47128,valley is right,SN-A
47129,yes,SN-A
47130,yeah,SN-A
47131,yup,SN-A
47132,That makes sense,SN-A
47133,yea,SN-A
47134,That seems correct,SN-A
47135,yes,SN-A
47136,yea,SN-A
47137,I agree with Bear,SN-A
47138,yes,SN-A
47139,Agreed,SN-A
47140,yes,SN-A
47141,Yeah. I guess so?,SN-A
47142,"Sorry, youre right",SN-A
47143,Sure,SN-A
47144,yea,SN-A
47145,ya i was thinking that to,SN-A
47146,sure,SN-A
47147,Yea I just thought about that I think you are right Seagull,SN-A
47148,"Yea, let's try that",SN-A
47149,Yea that makes sense,SN-A
47150,Yea.  Im going to hop down some on resistance.,SN-A
47151,"Yea, 7.02 mA",SN-A
47152,"Yea, I think that is how we find our E using Ohms law, since our E=IR, and R is just the resistors summed up.",SN-A
47153,yup,SN-A
47154,yeah,SN-A
47155,yeah all of a sudden it went to 0 for a minute,SN-A
47156,yeah and I=0.009,SN-A
47157,yeah,SN-A
47158,yeah?,SN-A
47159,yes,SN-A
47160,yeah,SN-A
47161,yeah we need to get the correct voltage,SN-A
47162,yeah,SN-A
47163,that's correct,SN-A
47164,"Right, Presently my voltage drop is 4.2 volts and my resistor is 470",SN-A
47165,"Yeah, so the with all our voltage drops, the volt drop across R0 is 1.41 V",SN-A
47166,"yeah measure the resistor with the 2 leads, place them on each end of the resistor",SN-A
47167,Yes.,SN-A
47168,yeah mine has changed to 220?,SN-A
47169,Yeah. All the voltage drops accross the resistors need to add up to 3.5 volts.,SN-A
47170,"yes,",SN-A
47171,yes,SN-A
47172,yep,SN-A
47173,yep,SN-A
47174,yes,SN-A
47175,yeah agreed but im not sure what to do but im bout to start plugging in numbers and screw around,SN-A
47176,yeah and its 1217,SN-A
47177,correct,SN-A
47178,Yeah I got 2.75,SN-A
47179,ya I got the same,SN-A
47180,yeah resistor value,SN-A
47181,right? Were just not given much,SN-A
47182,yea,SN-A
47183,yes sorry,SN-A
47184,yeeeaaaa,SN-A
47185,yep,SN-A
47186,yes,SN-A
47187,yes.,SN-A
47188,yes,SN-A
47189,yep,SN-A
47190,already have on my side,SN-A
47191,yup,SN-A
47192,yep,SN-A
47193,yup,SN-A
47194,"yes, you double click it and you can change it",SN-A
47195,yes,SN-A
47196,that wat i menat,SN-A
47197,Thats what I got,SN-A
47198,Yup me too,SN-A
47199,yeah messing aroung,SN-A
47200,i think so,SN-A
47201,yeah,SN-A
47202,i think so,SN-A
47203,Yeah,SN-A
47204,That sounds right,SN-A
47205,yeah not sure about that,SN-A
47206,Yeah i think they all have to have a volt drop of 2,SN-A
47207,yea,SN-A
47208,that part is i think,SN-A
47209,"Yeah, I'm not quite sure what to do...",SN-A
47210,I think so,SN-A
47211,"ah, yeah, my bad",SN-A
47212,yes,SN-A
47213,either way works for me,SN-A
47214,that totally works,SN-A
47215,yes,SN-A
47216,yes,SN-A
47217,"right, after r0 the voltage drops",SN-A
47218,"yes, although my voltage is now 3.18",SN-A
47219,yes,SN-A
47220,yers,SN-A
47221,yes,SN-A
47222,exactly,SN-A
47223,righty,SN-A
47224,TRUE,SN-A
47225,yeah and then it would be .68V=100omhs*Current,SN-A
47226,true i agree with that,SN-A
47227,"to find voltage drop.........yeah, i think so",SN-A
47228,yes,SN-A
47229,"yeah, I figured it would not be precise.  it said I should have a resistor of about 100, 3.14V-219?? and 6.71V-468??",SN-A
47230,yup!,SN-A
47231,yup,SN-A
47232,mA* yeah,SN-A
47233,yes,SN-A
47234,yes,SN-A
47235,yeah but if we all get volts to reach we should be able to calculate the voltage at R0 and then calculate that A to give us a general idea,SN-A
47236,yes,SN-A
47237,yes,SN-A
47238,i think so,SN-A
47239,yes i understand that wat current did you get,SN-A
47240,yes. I = V/R,SN-A
47241,Yeah mines the same,SN-A
47242,Yes,SN-A
47243,Yes,SN-A
47244,14.76V is the total drop that we know. The voltage drop across R0 is I(220). and yes I is constant,SN-A
47245,yeh,SN-A
47246,Yes,SN-A
47247,yep,SN-A
47248,yes,SN-A
47249,yep/./,SN-A
47250,yep,SN-A
47251,yep,SN-A
47252,maybe it will,SN-A
47253,yes plus 4.91v for r0,SN-A
47254,yeah,SN-A
47255,yea,SN-A
47256,ya,SN-A
47257,yea,SN-A
47258,yea,SN-A
47259,yep,SN-A
47260,Ya i need 3.5V as well,SN-A
47261,Yup,SN-A
47262,"Abouts, ye",SN-A
47263,True True,SN-A
47264,yes i agree,SN-A
47265,ya,SN-A
47266,yes,SN-A
47267,yes,SN-A
47268,yep,SN-A
47269,yeah,SN-A
47270,yea,SN-A
47271,yes,SN-A
47272,yeah they are. is it ok if i have 2.48 V?,SN-A
47273,yes,SN-A
47274,yeah sounds right,SN-A
47275,"yeah, i'm at like 3.5 now",SN-A
47276,oh yeah that,SN-A
47277,yeah,SN-A
47278,YES!!!,SN-A
47279,YES,SN-A
47280,yeah me too shit,SN-A
47281,"yep i was right i figured it out, you can do them all based on ratios of the first resistor to volt drop",SN-A
47282,that sounds about right - I calculated 175,SN-A
47283,yes,SN-A
47284,yeah its 5.36 V,SN-A
47285,yes,SN-A
47286,"Yeah, you might want to check my math",SN-A
47287,yes,SN-A
47288,thats right,SN-A
47289,Yep,SN-A
47290,lets see,SN-A
47291,Yep!,SN-A
47292,Yes,SN-A
47293,Yep,SN-A
47294,yee,SN-A
47295,yea thats fine,SN-A
47296,it was probably wrong,SN-A
47297,oh yea thats what i did,SN-A
47298,no i think thats right,SN-A
47299,that works better for me,SN-A
47300,yes,SN-A
47301,yes,SN-A
47302,yeah,SN-A
47303,yupppp,SN-A
47304,yup yup,SN-A
47305,yeah,SN-A
47306,yea thats what i got,SN-A
47307,yeah im getting 270 ohms,SN-A
47308,yup,SN-A
47309,yup,SN-A
47310,yes,SN-A
47311,Yeah,SN-A
47312,yea that makes sense,SN-A
47313,Yes,SN-A
47314,Yes,SN-A
47315,"Yeah, if we all know our resistances and we know the current, we can find E",SN-A
47316,Yes,SN-A
47317,"Yeah, I got the same thing",SN-A
47318,Yeah,SN-A
47319,yea 14 works,SN-A
47320,Right,SN-A
47321,yeah,SN-A
47322,Sure,SN-A
47323,yeah,SN-A
47324,Yes,SN-A
47325,yeah,SN-A
47326,right,SN-A
47327,Yep,SN-A
47328,yea thats where im at,SN-A
47329,"yeah, i think if one person changes it effects us all",SN-A
47330,ya,SN-A
47331,yeee 3.25,SN-A
47332,wait yah same,SN-A
47333,yep,SN-A
47334,yes,SN-A
47335,yeah,SN-A
47336,yeah,SN-A
47337,yeah mine just went to 1.7,SN-A
47338,heck ya,SN-A
47339,believe so,SN-A
47340,yes,SN-A
47341,yeah thats what mine is at,SN-A
47342,yeah,SN-A
47343,i think so,SN-A
47344,yes,SN-A
47345,yea but then why does it give R already,SN-A
47346,Yeah,SN-A
47347,yeah,SN-A
47348,ya,SN-A
47349,I guess,SN-A
47350,yup,SN-A
47351,yea but then what is I,SN-A
47352,yes,SN-A
47353,yes,SN-A
47354,yea i changed it to 1K to see the R0 value,SN-A
47355,yea we can change it back but how else would we find the voltage for R0?,SN-A
47356,"yeah, but what is it. like which number would that be on the top",SN-A
47357,yea i get .00156 which doesnt seem right,SN-A
47358,yea that is but we dont know I,SN-A
47359,ya,SN-A
47360,yeah,SN-A
47361,oh yea right,SN-A
47362,yea i think thats right,SN-A
47363,yeah,SN-A
47364,it seems right,SN-A
47365,"yeah, I thought so too",SN-A
47366,yeah,SN-A
47367,yeah,SN-A
47368,yeah because we all i have to get the values on the top but when one does match we all dont,SN-A
47369,yeah,SN-A
47370,yeh what your vaules,SN-A
47371,yeha,SN-A
47372,i guess so,SN-A
47373,yeh,SN-A
47374,ye,SN-A
47375,yeah,SN-A
47376,yeha but the reading isnt a number in the resistor,SN-A
47377,you bet,SN-A
47378,yes,SN-A
47379,TRUE,SN-A
47380,yeah same!,SN-A
47381,yup great job guys,SN-A
47382,"Yeah, i think so",SN-A
47383,"yeah, it says mine is incorrect too",SN-A
47384,I got 1630 Ohms yes,SN-A
47385,yes,SN-A
47386,"Yeah i got a message saying that our readings are correct, it's just our E that isn't",SN-A
47387,yeah i got that too but it still says E is wrong...,SN-A
47388,Yeah exactly,SN-A
47389,yeah maybe!,SN-A
47390,Yes,SN-A
47391,yes,SN-A
47392,Current would be in Amps so yes i believe so,SN-A
47393,yes,SN-A
47394,Yes!,SN-A
47395,"yeah, the equation is IxR0 + V1 + V2 +V3",SN-A
47396,yeah that's what i got,SN-A
47397,yes!,SN-A
47398,yeah i got that too!,SN-A
47399,yes,SN-A
47400,yeah,SN-A
47401,Yeah but I think when you change your resistors values it changes mine as well,SN-A
47402,yup,SN-A
47403,yeah try that,SN-A
47404,yes,SN-A
47405,Yeah it says my E is correct,SN-A
47406,yeah rounded,SN-A
47407,i believe so,SN-A
47408,i think so,SN-A
47409,i believe so,SN-A
47410,ya,SN-A
47411,i think seagull is right,SN-A
47412,yep,SN-A
47413,i mean we can try that,SN-A
47414,"i think so, if you look below it has R0 in series with the other resistances",SN-A
